WELL_NAME,REL_NAME,UBHI,STRING_NAME,FIELD,PRODUCTION_DATE,LAYER_NAME,OIL_VOLUME,GAS_VOLUME,WATER_VOLUME,CONDENSATE_VOLUME,OIL_MASS,GAS_MASS,WATER_MASS,CONDENSATE_MASS,FLOWING_HOURS
KN-4,RF,KN-4,Single_String,BAN,01-May-17,YX,0,672642,0,0,0,0,0,0,744
-33A,DC,-33A,Single_String,BAN,01-May-17,YX,0,905212,0.66,0.09,0,0,0,0,391.5
N-30,AB,N-30,Single_String,BAN,01-May-17,YX,0,453874,328.73,56.2,0,0,0,0,744
N-25,AE,N-25,Single_String,BAN,01-May-17,YX,0,2195063,309.99,61.49,0,0,0,0,744
N-24,AA,N-24,Single_String,BAN,01-May-17,YX,0,243276,0,0,0,0,0,0,351.5
N-20,#NAME?,N-20,Single_String,BAN,01-May-17,YX,0,2523455,187.35,48.64,0,0,0,0,744
N-14,RS,N-14,Single_String,BAN,01-May-17,YX,0,2988452,89.27,22.78,0,0,0,0,737
N-71,DP,N-71,Single_String,BAN,01-May-17,YX,0,1531205,64.64,23.52,0,0,0,0,744
N-68,BF,N-68,Single_String,BAN,01-May-17,YX,0,2066411,94.94,22.29,0,0,0,0,744
O-67,DR,N-67,Single_String,BAN,01-May-17,YX,0,2162648,74.26,26.8,0,0,0,0,715
N-66,DQ,N-66,Single_String,BAN,01-May-17,YX,0,660688,0,0,0,0,0,0,744
N-63,DO,N-63,Single_String,BAN,01-May-17,YX,0,1689888,0,0,0,0,0,0,728
N-62,BD,N-62,Single_String,BAN,01-May-17,YX,0,2684969,60.69,15.89,0,0,0,0,744
N-61,GT,N-61,Single_String,BAN,01-May-17,YX,0,820386,224.31,42.34,0,0,0,0,744
N-60,GT,N-60,Single_String,BAN,01-May-17,YX,0,1036854,51.31,14.01,0,0,0,0,744
N-58,DJ,N-58,Single_String,BAN,01-May-17,YX,0,1231781,0,0,0,0,0,0,740
N-57,DL,N-57,Single_String,BAN,01-May-17,YX,0,1544904,11.49,1.84,0,0,0,0,464
N-56,DH,N-56,Single_String,BAN,01-May-17,YX,0,843618,1301.64,154.09,0,0,0,0,744
N-47,AW,N-47,Single_String,BAN,01-May-17,YX,0,491538,0,0,0,0,0,0,744
MR-7,DD,MR-7,Single_String,URA,01-May-17,YX,0,27086,259.27,17.04,0,0,0,0,744
MR-6,DB,MR-6,Single_String,URA,01-May-17,YX,0,517090,110.73,13.3,0,0,0,0,744
R-21,SS,R-21,Single_String,URA,01-May-17,YX,0,0,0,0,0,0,0,0,0
R-17,SE,R-17,Single_String,URA,01-May-17,YX,0,818171,49.26,0.51,0,0,0,0,743.75
R-16,SC,R-16,Single_String,URA,01-May-17,YX,0,1080906,106.7,5.57,0,0,0,0,744
R-15,DB,R-15,Single_String,URA,01-May-17,YX,0,0,0,0,0,0,0,0,0
R-14,DA,R-14,Single_String,URA,01-May-17,YX,0,2012132,91.5,6.09,0,0,0,0,744
-13A,#NAME?,-13A,Single_String,URA,01-May-17,YX,0,208238,108.34,2.29,0,0,0,0,744
R-12,SM,R-12,Single_String,URA,01-May-17,YX,0,352138,119,7.51,0,0,0,0,744
R-11,SK,R-11,Single_String,URA,01-May-17,YX,0,336712,142.41,3.96,0,0,0,0,744
R-29,DD,R-29,Single_String,URA,01-May-17,YX,0,605843,81.28,0.5,0,0,0,0,744
-16A,ub,-16A,Single_String,URA,01-May-17,YX,0,472739,44.69,0.72,0,0,0,0,744
BN-3,AD,BN-3,Single_String,BAN,01-May-17,YX,0,619285,442.09,44.33,0,0,0,0,744
BN-2,AC,BN-2,Single_String,BAN,01-May-17,YX,0,35686,347.63,13.03,0,0,0,0,578
R-23,MG,R-23,Single_String,URA,01-May-17,YX,0,755286,372.75,53.81,0,0,0,0,744
TD-6,DH,TD-6,Single_String,OME,01-May-17,YX,0,3203806,199.52,55.97,0,0,0,0,698.25
D-27,DG,D-27,Single_String,OME,01-May-17,YX,0,1448962,1140.32,36.43,0,0,0,0,742
D-26,DE,D-26,Single_String,OME,01-May-17,YX,0,2509305,430.25,26.89,0,0,0,0,722.5
D-25,DF,D-25,Single_String,OME,01-May-17,YX,0,5874409,329.79,49.49,0,0,0,0,725.5
D-24,DB,D-24,Single_String,OME,01-May-17,YX,0,5724482,241.25,34.05,0,0,0,0,689.27
D-22,DA,D-22,Single_String,OME,01-May-17,YX,0,4166089,345.64,37.51,0,0,0,0,727.5
D-21,AG,D-21,Single_String,OME,01-May-17,YX,0,5391855,279.06,55.34,0,0,0,0,744
TD-2,DA,TD-2,Single_String,OME,01-May-17,YX,0,2378073,160.18,85.2,0,0,0,0,736.25
D-18,AD,D-18,Single_String,OME,01-May-17,YX,0,4513401,163.59,44.93,0,0,0,0,713.25
D-12,DP,D-12,Single_String,OME,01-May-17,YX,0,656800,199.04,39.74,0,0,0,0,744
TD-1,DB,TD-1,Single_String,OME,01-May-17,YX,0,2778743,7023.43,351.76,0,0,0,0,744
D-4A,DH,D-4A,Single_String,OME,01-May-17,YX,0,0,0,0,0,0,0,0,0
D-47,DQ,D-47,Single_String,OME,01-May-17,YX,0,3097251,74.27,14.95,0,0,0,0,723.5
D-45,DS,D-45,Single_String,OME,01-May-17,YX,0,3223779,35.04,42.18,0,0,0,0,682.25
D-44,DR,D-44,Single_String,OME,01-May-17,YX,0,2928303,0,65.21,0,0,0,0,703.25
D-42,GT,D-42,Single_String,OME,01-May-17,YX,0,0,0,0,0,0,0,0,0
D-40,GT,40-I,Single_String,OME,01-May-17,YX,0,2521020,22.36,11.98,0,0,0,0,725.5
D-39,DK,D-39,Single_String,OME,01-May-17,YX,0,2605000,52.51,33.11,0,0,0,0,730.1
D-38,DO,D-38,Single_String,OME,01-May-17,YX,0,1301787,69.52,34.06,0,0,0,0,725.75
D-37,AO,D-37,Single_String,OME,01-May-17,YX,0,2095892,2174.66,59.15,0,0,0,0,744
D-35,DD,D-35,Single_String,OME,01-May-17,YX,0,3403140,421.03,51,0,0,0,0,725.5
-27A,DI,-27A,Single_String,OME,01-May-17,YX,0,1993864,304.16,60.8,0,0,0,0,739.45
I-8Z,_Z,#NAME?,Single_String,ARI,01-Apr-17,YX,0,2220977,0,0,0,0,0,0,673.05
N-46,DD,N-46,Single_String,BAN,02-Apr-17,YX,0,1077484,0,0,0,0,0,0,686.25
N-58,DJ,N-58,Single_String,BAN,02-Apr-17,YX,0,971778,0,0,0,0,0,0,646.75
R-2A,ub,R-2A,Single_String,URA,01-Apr-17,YX,0,1320499,24.31,13.86,0,0,0,0,681.8
RI-4,AC,RI-4,Single_String,ARI,01-Apr-17,YX,0,2047442,0,0,0,0,0,0,667.05
RI-2,AA,RI-2,Single_String,ARI,01-Apr-17,YX,0,28479,52.22,0.24,0,0,0,0,720
A-41,NA,MR-1,Single_String,URA,01-Apr-17,YX,0,1725664,11.35,0.71,0,0,0,0,691.75
N-40,AO,N-40,Single_String,GAR,01-Apr-17,YX,0,1775258,47.39,17.96,0,0,0,0,720
N-70,DN,N-70,Single_String,GAR,01-Apr-17,YX,0,2532340,15.79,5.98,0,0,0,0,720
N-54,AX,N-54,Single_String,GAR,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
N-36,AM,N-36,Single_String,GAR,01-Apr-17,YX,0,433402,1.33,0,0,0,0,0,706.5
N-35,AL,N-35,Single_String,GAR,01-Apr-17,YX,0,1507455,20.77,0.22,0,0,0,0,720
N-31,DB,N-31,Single_String,GAR,01-Apr-17,YX,0,61952,0,0.14,0,0,0,0,720
MN-3,RC,MN-3,Single_String,GAR,01-Apr-17,YX,0,1924167,0,6.57,0,0,0,0,720
N-29,DA,N-29,Single_String,GAR,01-Apr-17,YX,0,645671,1.36,0,0,0,0,0,720
N-23,NA,N-23,Single_String,GAR,01-Apr-17,YX,0,1231670,4.27,0,0,0,0,0,720
MN-2,RB,MN-2,Single_String,GAR,01-Apr-17,YX,0,179782,16.74,1.49,0,0,0,0,705.8
N-19,NB,N-19,Single_String,GAR,01-Apr-17,YX,0,1061010,3.89,0,0,0,0,0,720
N-18,DB,N-18,Single_String,GAR,01-Apr-17,YX,0,482568,1.13,0,0,0,0,0,720
N-15,RM,N-15,Single_String,GAR,01-Apr-17,YX,0,844173,1274.93,1.35,0,0,0,0,720
N-13,DA,N-13,Single_String,GAR,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
N-10,PL,N-10,Single_String,GAR,01-Apr-17,YX,0,1038700,0,5.74,0,0,0,0,706.95
N-9A,B),N-9A,Single_String,BAN,01-Apr-17,YX,0,1654105,12.55,3.62,0,0,0,0,617.45
KN-8,RR,KN-8,Single_String,BAN,01-Apr-17,YX,0,1112898,256.01,3.59,0,0,0,0,720
KN-7,RG,KN-7,Single_String,BAN,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
N-55,DG,N-55,Single_String,BAN,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
N-50,DF,N-50,Single_String,BAN,01-Apr-17,YX,0,1319227,0,0,0,0,0,0,720
N-46,DD,N-46,Single_String,BAN,01-Apr-17,YX,0,2513229,41.29,2.86,0,0,0,0,686.25
N-45,DE,N-45,Single_String,BAN,01-Apr-17,YX,0,1088503,0,0,0,0,0,0,689
N-44,AS,N-44,Single_String,BAN,01-Apr-17,YX,0,1137701,8.06,0.92,0,0,0,0,659.25
N-43,AR,N-43,Single_String,BAN,01-Apr-17,YX,0,1120136,3.13,0.73,0,0,0,0,679.25
KN-4,RF,KN-4,Single_String,BAN,01-Apr-17,YX,0,588645,0,0,0,0,0,0,710.5
N-34,AJ,N-34,Single_String,BAN,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
-33A,DC,-33A,Single_String,BAN,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
N-30,AB,N-30,Single_String,BAN,01-Apr-17,YX,0,561171,59.81,9.78,0,0,0,0,720
N-25,AE,N-25,Single_String,BAN,01-Apr-17,YX,0,2027755,43.43,13.08,0,0,0,0,687.25
N-24,AA,N-24,Single_String,BAN,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
N-21,BC,N-21,Single_String,BAN,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
N-20,#NAME?,N-20,Single_String,BAN,01-Apr-17,YX,0,2204037,26.22,8.38,0,0,0,0,690
N-14,RS,N-14,Single_String,BAN,01-Apr-17,YX,0,2432648,16.17,2.33,0,0,0,0,631.05
N-71,DP,N-71,Single_String,BAN,01-Apr-17,YX,0,1404702,10.95,3.75,0,0,0,0,720
N-68,BF,N-68,Single_String,BAN,01-Apr-17,YX,0,1896713,17.59,2.29,0,0,0,0,720
O-67,DR,N-67,Single_String,BAN,01-Apr-17,YX,0,1724878,8.47,1.42,0,0,0,0,587.25
N-66,DQ,N-66,Single_String,BAN,01-Apr-17,YX,0,644643,0,0,0,0,0,0,720
N-63,DO,N-63,Single_String,BAN,01-Apr-17,YX,0,1490395,5.66,1.4,0,0,0,0,661.8
N-62,BD,N-62,Single_String,BAN,01-Apr-17,YX,0,2315862,14.84,3.83,0,0,0,0,690.75
N-61,GT,N-61,Single_String,BAN,01-Apr-17,YX,0,770799,41.1,7.15,0,0,0,0,720
N-60,GT,N-60,Single_String,BAN,01-Apr-17,YX,0,999160,6.64,2.07,0,0,0,0,720
N-58,DJ,N-58,Single_String,BAN,01-Apr-17,YX,0,968891,0,0,0,0,0,0,661.5
N-57,DL,N-57,Single_String,BAN,01-Apr-17,YX,0,2147105,17.11,3.22,0,0,0,0,639.05
N-56,DH,N-56,Single_String,BAN,01-Apr-17,YX,0,810176,151.34,24.98,0,0,0,0,720
N-47,AW,N-47,Single_String,BAN,01-Apr-17,YX,0,480212,0,0,0,0,0,0,720
MR-7,DD,MR-7,Single_String,URA,01-Apr-17,YX,0,21051,37.28,2.78,0,0,0,0,720
MR-6,DB,MR-6,Single_String,URA,01-Apr-17,YX,0,334869,15.91,2.16,0,0,0,0,720
R-25,DC,25-I,Single_String,URA,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
R-21,SS,R-21,Single_String,URA,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
R-17,SE,R-17,Single_String,URA,01-Apr-17,YX,0,970834,3.02,0.05,0,0,0,0,720
R-16,SC,R-16,Single_String,URA,01-Apr-17,YX,0,997893,14.13,0.86,0,0,0,0,720
R-15,DB,R-15,Single_String,URA,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
R-14,DA,R-14,Single_String,URA,01-Apr-17,YX,0,1999311,13.13,1.01,0,0,0,0,719.75
-13A,#NAME?,-13A,Single_String,URA,01-Apr-17,YX,0,259445,24.64,0.55,0,0,0,0,720
R-13,SL,R-13,Single_String,URA,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
R-12,SM,R-12,Single_String,URA,01-Apr-17,YX,0,296026,17.98,1.31,0,0,0,0,720
R-11,SK,R-11,Single_String,URA,01-Apr-17,YX,0,271845,20.53,0.65,0,0,0,0,720
R-10,SB,R-10,Single_String,URA,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
R-29,DD,R-29,Single_String,URA,01-Apr-17,YX,0,475400,13.93,0.1,0,0,0,0,720
-16A,ub,-16A,Single_String,URA,01-Apr-17,YX,0,467534,4.2,0.1,0,0,0,0,720
BN-3,AD,BN-3,Single_String,BAN,01-Apr-17,YX,0,598438,67.21,7.34,0,0,0,0,720
BN-2,AC,BN-2,Single_String,BAN,01-Apr-17,YX,0,25853,41.51,1.65,0,0,0,0,428
R-23,MG,R-23,Single_String,URA,01-Apr-17,YX,0,717791,56.68,8.91,0,0,0,0,720
TD-6,DH,TD-6,Single_String,OME,01-Apr-17,YX,0,3108039,30.64,9.39,0,0,0,0,680.5
TD-4,DD,TD-4,Single_String,OME,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
D-27,DG,D-27,Single_String,OME,01-Apr-17,YX,0,1355302,149.99,5.21,0,0,0,0,687.33
D-26,DE,D-26,Single_String,OME,01-Apr-17,YX,0,2366850,63.87,4.34,0,0,0,0,679.08
D-25,DF,D-25,Single_String,OME,01-Apr-17,YX,0,5525936,48.73,7.95,0,0,0,0,679.25
D-24,DB,D-24,Single_String,OME,01-Apr-17,YX,0,5352563,35.34,5.4,0,0,0,0,636.25
D-22,DA,D-22,Single_String,OME,01-Apr-17,YX,0,3847357,50.23,5.94,0,0,0,0,669.75
D-21,AG,D-21,Single_String,OME,01-Apr-17,YX,0,5129853,42.42,9.16,0,0,0,0,720
TD-2,DA,TD-2,Single_String,OME,01-Apr-17,YX,0,2240674,23.35,13.35,0,0,0,0,675.75
D-18,AD,D-18,Single_String,OME,01-Apr-17,YX,0,3833881,21.92,6.41,0,0,0,0,595.75
D-12,DP,D-12,Single_String,OME,01-Apr-17,YX,0,705925,30.26,6.58,0,0,0,0,720
TD-1,DB,TD-1,Single_String,OME,01-Apr-17,YX,0,2776194,930.95,50.81,0,0,0,0,720
D-4A,DH,D-4A,Single_String,OME,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
D-47,DQ,D-47,Single_String,OME,01-Apr-17,YX,0,2696848,10.22,2.2,0,0,0,0,622.08
D-45,DS,D-45,Single_String,OME,01-Apr-17,YX,0,2860676,5.02,6.49,0,0,0,0,612
D-44,DR,D-44,Single_String,OME,01-Apr-17,YX,0,2450899,0,9.51,0,0,0,0,597.75
D-42,GT,D-42,Single_String,OME,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
D-41,DM,D-41,Single_String,OME,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
D-40,GT,40-I,Single_String,OME,01-Apr-17,YX,0,2329017,3.2,1.85,0,0,0,0,654.75
D-39,DK,D-39,Single_String,OME,01-Apr-17,YX,0,2391210,7.6,5.23,0,0,0,0,669.75
D-38,DO,D-38,Single_String,OME,01-Apr-17,YX,0,1217791,10.1,5.39,0,0,0,0,668.25
D-37,AO,D-37,Single_String,OME,01-Apr-17,YX,0,2012850,330.63,9.8,0,0,0,0,720
D-35,DD,D-35,Single_String,OME,01-Apr-17,YX,0,3139625,61.75,8.11,0,0,0,0,673.08
D-30,AK,D-30,Single_String,OME,01-Apr-17,YX,0,0,0,0,0,0,0,0,0
-27A,DI,-27A,Single_String,OME,01-Apr-17,YX,0,1856665,44.55,9.73,0,0,0,0,687.33
N-58,DJ,N-58,Single_String,BAN,02-Mar-17,0YX0,0,1069914,0,0,0,0,0,0,726.25
I-8Z,_Z,#NAME?,Single_String,ARI,01-Mar-17,0YX0,0,2172174,0,0,0,0,0,0,693
R-2A,ub,R-2A,Single_String,URA,01-Mar-17,50YX832,0,1641912,1.84,0.29,0,0,0,0,720.75
RI-2,AA,RI-2,Single_String,ARI,01-Mar-17,30YX007,0,811583,134.47,21.24,0,0,0,0,736
N-40,AO,N-40,Single_String,GAR,01-Mar-17,12YX369,0,2010750,6.85,1.08,0,0,0,0,744
N-70,DN,N-70,Single_String,GAR,01-Mar-17,41YX.29,0,2686178,2.23,0.35,0,0,0,0,728.75
N-54,AX,N-54,Single_String,GAR,01-Mar-17,0YX0,0,11855,0,0,0,0,0,0,299
N-46,DD,N-46,Single_String,BAN,01-Mar-17,0YX0,0,1100248,0,0,0,0,0,0,727.5
N-46,DD,N-46,Single_String,BAN,01-Mar-17,21YX595,0,2750606,36.12,5.7,0,0,0,0,727.5
N-71,DP,N-71,Single_String,BAN,01-Mar-17,18YX562,0,1279600,19.67,3.1,0,0,0,0,613.25
N-68,BF,N-68,Single_String,BAN,01-Mar-17,22YX071,0,1928178,16.57,2.61,0,0,0,0,728
O-67,DR,N-67,Single_String,BAN,01-Mar-17,11YX989,0,2160470,8.7,1.37,0,0,0,0,691.75
N-66,DQ,N-66,Single_String,BAN,01-Mar-17,0YX0,0,700835,0,0,0,0,0,0,744
R-17,SE,R-17,Single_String,URA,01-Mar-17,0YX0,0,440611,0,0,0,0,0,0,264
-16A,ub,-16A,Single_String,URA,01-Mar-17,0YX0,0,205617,0,0,0,0,0,0,264
D-47,DQ,D-47,Single_String,OME,01-Mar-17,15YX967,0,3179043,11.03,1.74,0,0,0,0,727
D-45,DS,D-45,Single_String,OME,01-Mar-17,46YX653,0,3352255,5.36,0.84,0,0,0,0,708
D-39,DK,D-39,Single_String,OME,01-Mar-17,35YX458,0,2594047,7.79,1.23,0,0,0,0,734.25
A-41,NA,MR-1,Single_String,URA,01-Mar-17,5.YX092,0,1782881,1.66,0.26,0,0,0,0,720.75
RI-4,AC,RI-4,Single_String,ARI,01-Mar-17,0YX0,0,2021440,0,0,0,0,0,0,693
N-36,AM,N-36,Single_String,GAR,01-Mar-17,0YX0,0,460367,2.8,0.44,0,0,0,0,733.5
N-35,AL,N-35,Single_String,GAR,01-Mar-17,0.YX982,0,1557981,20.69,3.26,0,0,0,0,744
N-31,DB,N-31,Single_String,GAR,01-Mar-17,0YX0,0,74976,0,0,0,0,0,0,744
MN-3,RC,MN-3,Single_String,GAR,01-Mar-17,40YX087,0,1933174,1.23,0.19,0,0,0,0,735
N-29,DA,N-29,Single_String,GAR,01-Mar-17,0YX0,0,617339,3.45,0.54,0,0,0,0,744
N-23,NA,N-23,Single_String,GAR,01-Mar-17,0YX0,0,1247338,6.63,1.04,0,0,0,0,738.75
MN-2,RB,MN-2,Single_String,GAR,01-Mar-17,0YX0,0,205302,8.67,1.37,0,0,0,0,729.5
N-19,NB,N-19,Single_String,GAR,01-Mar-17,0YX0,0,1068086,4.2,0.66,0,0,0,0,744
N-18,DB,N-18,Single_String,GAR,01-Mar-17,0YX0,0,477465,1.33,0.21,0,0,0,0,744
N-15,RM,N-15,Single_String,GAR,01-Mar-17,6.YX064,0,858621,1314.33,207.66,0,0,0,0,744
N-13,DA,N-13,Single_String,GAR,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
N-10,PL,N-10,Single_String,GAR,01-Mar-17,46YX986,0,1198506,0,0,0,0,0,0,729
N-9A,B),N-9A,Single_String,BAN,01-Mar-17,30YX869,0,1843832,19.23,3.03,0,0,0,0,711.5
KN-8,RR,KN-8,Single_String,BAN,01-Mar-17,16YX205,0,1229002,252.6,39.91,0,0,0,0,744
KN-7,RG,KN-7,Single_String,BAN,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
N-63,DO,N-63,Single_String,BAN,01-Mar-17,0YX0,0,1771091,0,0,0,0,0,0,733.5
N-62,BD,N-62,Single_String,BAN,01-Mar-17,28YX192,0,2442076,15.35,2.42,0,0,0,0,727.5
N-61,GT,N-61,Single_String,BAN,01-Mar-17,54YX772,0,911085,41.06,6.48,0,0,0,0,744
N-60,GT,N-60,Single_String,BAN,01-Mar-17,14YX083,0,1065852,6.15,0.97,0,0,0,0,744
N-58,DJ,N-58,Single_String,BAN,01-Mar-17,0YX0,0,1061421,0,0,0,0,0,0,726.25
N-57,DL,N-57,Single_String,BAN,01-Mar-17,28YX892,0,2515841,21.59,3.41,0,0,0,0,730
N-56,DH,N-56,Single_String,BAN,01-Mar-17,18YX634,0,846843,142.04,22.44,0,0,0,0,744
N-55,DG,N-55,Single_String,BAN,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
N-50,DF,N-50,Single_String,BAN,01-Mar-17,0YX0,0,1326117,0,0,0,0,0,0,727
N-47,AW,N-47,Single_String,BAN,01-Mar-17,0YX0,0,540229,0,0,0,0,0,0,744
N-45,DE,N-45,Single_String,BAN,01-Mar-17,0YX0,0,1179467,0,0,0,0,0,0,726.75
N-44,AS,N-44,Single_String,BAN,01-Mar-17,11YX692,0,1226848,15.42,2.43,0,0,0,0,681.7
N-43,AR,N-43,Single_String,BAN,01-Mar-17,4.YX133,0,1141287,2.54,0.4,0,0,0,0,711
KN-4,RF,KN-4,Single_String,BAN,01-Mar-17,0YX0,0,589143,0,0,0,0,0,0,711
N-34,AJ,N-34,Single_String,BAN,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
-33A,DC,-33A,Single_String,BAN,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
N-30,AB,N-30,Single_String,BAN,01-Mar-17,71YX704,0,604236,61.13,9.65,0,0,0,0,744
N-25,AE,N-25,Single_String,BAN,01-Mar-17,69YX597,0,2151145,47.99,7.58,0,0,0,0,709.5
N-24,AA,N-24,Single_String,BAN,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
N-21,BC,N-21,Single_String,BAN,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
N-20,#NAME?,N-20,Single_String,BAN,01-Mar-17,59YX724,0,2342112,38.96,6.15,0,0,0,0,744
N-14,RS,N-14,Single_String,BAN,01-Mar-17,13YX829,0,2750332,17.03,2.69,0,0,0,0,714
BN-3,AD,BN-3,Single_String,BAN,01-Mar-17,47YX311,0,624480,65.01,10.27,0,0,0,0,744
BN-2,AC,BN-2,Single_String,BAN,01-Mar-17,17YX939,0,41266,67.26,10.62,0,0,0,0,744
MR-7,DD,MR-7,Single_String,URA,01-Mar-17,16YX709,0,26646,38.06,6.01,0,0,0,0,744
MR-6,DB,MR-6,Single_String,URA,01-Mar-17,12YX.94,0,557534,15.89,2.51,0,0,0,0,744
R-29,DD,R-29,Single_String,URA,01-Mar-17,0.YX776,0,621659,17.63,2.78,0,0,0,0,744
R-25,DC,25-I,Single_String,URA,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
R-23,MG,R-23,Single_String,URA,01-Mar-17,57YX424,0,735537,54.82,8.66,0,0,0,0,744
R-21,SS,R-21,Single_String,URA,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
R-16,SC,R-16,Single_String,URA,01-Mar-17,5.YX708,0,1228865,16.73,2.64,0,0,0,0,743.45
R-15,DB,R-15,Single_String,URA,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
R-14,DA,R-14,Single_String,URA,01-Mar-17,6.YX085,0,2329105,13.51,2.13,0,0,0,0,743.45
-13A,#NAME?,-13A,Single_String,URA,01-Mar-17,3.YX314,0,280669,25.27,3.99,0,0,0,0,744
R-13,SL,R-13,Single_String,URA,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
R-12,SM,R-12,Single_String,URA,01-Mar-17,7.YX868,0,396823,18.49,2.92,0,0,0,0,744
R-11,SK,R-11,Single_String,URA,01-Mar-17,3.YX935,0,351579,21.24,3.35,0,0,0,0,744
R-10,SB,R-10,Single_String,URA,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
TD-6,DH,TD-6,Single_String,OME,01-Mar-17,61YX865,0,3305422,30.49,4.81,0,0,0,0,723.5
D-4A,DH,D-4A,Single_String,OME,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
D-44,DR,D-44,Single_String,OME,01-Mar-17,70YX077,0,3131402,0,0,0,0,0,0,709
D-42,GT,D-42,Single_String,OME,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
D-41,DM,D-41,Single_String,OME,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
D-40,GT,40-I,Single_String,OME,01-Mar-17,12YX605,0,2593728,3.26,0.51,0,0,0,0,718
TD-4,DD,TD-4,Single_String,OME,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
D-38,DO,D-38,Single_String,OME,01-Mar-17,36YX231,0,1394181,10.27,1.62,0,0,0,0,726.25
D-37,AO,D-37,Single_String,OME,01-Mar-17,63YX124,0,2100418,319.81,50.53,0,0,0,0,744
D-35,DD,D-35,Single_String,OME,01-Mar-17,54YX375,0,3428704,62.37,9.85,0,0,0,0,727.75
D-30,AK,D-30,Single_String,OME,01-Mar-17,0YX0,0,0,0,0,0,0,0,0,0
-27A,DI,-27A,Single_String,OME,01-Mar-17,64YX466,0,2062426,44.49,7.03,0,0,0,0,734
D-27,DG,D-27,Single_String,OME,01-Mar-17,34YX499,0,1531173,149.81,23.67,0,0,0,0,734
D-26,DE,D-26,Single_String,OME,01-Mar-17,28YX701,0,2573103,63.84,10.08,0,0,0,0,725.5
D-25,DF,D-25,Single_String,OME,01-Mar-17,52YX598,0,6207013,48.69,7.69,0,0,0,0,725.25
D-24,DB,D-24,Single_String,OME,01-Mar-17,36YX619,0,6066989,35.89,5.67,0,0,0,0,695.25
D-22,DA,D-22,Single_String,OME,01-Mar-17,40YX002,0,4272974,51.09,8.07,0,0,0,0,729
D-21,AG,D-21,Single_String,OME,01-Mar-17,59YX056,0,5407261,41.03,6.48,0,0,0,0,744
TD-2,DA,TD-2,Single_String,OME,01-Mar-17,91YX853,0,2527392,23.84,3.76,0,0,0,0,744
D-18,AD,D-18,Single_String,OME,01-Mar-17,48YX753,0,4727181,24.69,3.9,0,0,0,0,727.5
D-12,DP,D-12,Single_String,OME,01-Mar-17,42YX413,0,677973,29.26,4.62,0,0,0,0,744
TD-1,DB,TD-1,Single_String,OME,01-Mar-17,35YX064,0,3012745,884.27,139.71,0,0,0,0,744
MR-2,DA,MR-2,Single_String,URA,01-Jan-15,YX,0,919187,20.39,5.02,0,0,0,3.98,744
A-41,NA,MR-1,Single_String,URA,01-Jan-15,YX,0,2980822,13.67,0.15,0,0,0,0.12,744
N-36,AM,N-36,Single_String,GAR,01-Jan-15,YX,0,601845,2.85,0.07,0,0,0,0.05,744
N-35,AL,N-35,Single_String,GAR,01-Jan-15,YX,0,0,0,0,0,0,0,0,0
N-31,DB,N-31,Single_String,GAR,01-Jan-15,YX,0,812049,191.42,1.52,0,0,0,1.2,744
MN-3,RC,MN-3,Single_String,GAR,01-Jan-15,YX,0,2449370,25.46,1.16,0,0,0,0.92,738.25
N-29,DA,N-29,Single_String,GAR,01-Jan-15,YX,0,1184816,42.25,0.87,0,0,0,0.69,744
N-23,NA,N-23,Single_String,GAR,01-Jan-15,YX,0,1530118,7.51,0.43,0,0,0,0.34,742.25
MN-2,RB,MN-2,Single_String,GAR,01-Jan-15,YX,0,364517,9.46,0.21,0,0,0,0.16,740
