WELL_NAME,REL_NAME,UBHI,STRING_NAME,FIELD,PRODUCTION_DATE,LAYER_NAME,OIL_VOLUME,GAS_VOLUME,WATER_VOLUME,CONDENSATE_VOLUME,OIL_MASS,GAS_MASS,WATER_MASS,CONDENSATE_MASS,FLOWING_HOURS
D-47,DQ,D-47,Single_String,OME,30-Apr-22,APYX-40,0,0,0,0,0,0,0,0,0
D-45,DS,D-45,Single_String,OME,30-Apr-22,APYX10B,0,3474479,28.3,3.66,0,3.47,28.3,2.96,720
D-44,DR,D-44,Single_String,OME,30-Apr-22,APYX10B,0,3340804,0,3.4,0,3.34,0,2.76,720
D-42,GT,D-42,Single_String,OME,30-Apr-22,APYX55B,0,0,0,0,0,0,0,0,0
D-40,GT,40-I,Single_String,OME,30-Apr-22,APYX-40,0,1897681,58.24,2.24,0,1.89,58.24,1.81,720
D-39,DK,D-39,Single_String,OME,30-Apr-22,APYX-40,0,789742,280.31,2.66,0,0.78,280.31,2.15,720
D-38,DO,D-38,Single_String,OME,30-Apr-22,APYX-58,0,743978,316.04,2.8,0,0.74,316.04,2.27,720
D-37,AO,D-37,Single_String,OME,30-Apr-22,APYX-53,0,1563715,517.19,1.91,0,1.56,517.19,1.54,720
D-35,DD,D-35,Single_String,OME,30-Apr-22,APYX55B,0,2070290,165.11,5.96,0,2.07,165.11,4.82,720
-27A,DI,-27A,Single_String,OME,30-Apr-22,APYX-60,0,0,0,0,0,0,0,0,0
-24A,ub,-24A,Single_String,OME,30-Apr-22,APYX10B,0,2353604,13.06,0.19,0,2.35,13.06,0.15,720
HN-6,TI,HN-6,Single_String,HNA,31-Mar-22,TPYX-40,0,3209129,10.32,0,0,3.2,10.32,0,744
HN-5,AB,HN-5,Single_String,HNA,31-Mar-22,TPYXP-7,0,578708,1.27,0,0,0.57,1.27,0,744
MR-3,GT,MR-3,Single_String,URA,31-Mar-22,SPYX-34,0,0,0,0,0,0,0,0,0
R-2A,ub,R-2A,Single_String,URA,31-Mar-22,SPYX-34,0,0,0,0,0,0,0,0,0
RI-9,DB,RI-9,Single_String,ARI,31-Mar-22,SDYX-36,0,0,0,0,0,0,0,0,0
I-8Z,_Z,#NAME?,Single_String,ARI,31-Mar-22,SDYXPAY,0,0,0,0,0,0,0,0,0
I-23,GT,I-23,Tubing,ARI,31-Mar-22,SDYX-22,0,5076001,77.99,12.97,0,5.07,77.99,10.27,744
I-22,GT,I-22,Tubing,ARI,31-Mar-22,SDYX-22,0,5734733,45.26,14.7,0,5.73,45.26,11.64,744
I-16,AP,I-16,Single_String,ARI,31-Mar-22,SDYXPAY,0,59498,5.27,0,0,0.05,5.27,0,229
I-15,AN,I-15,Tubing,ARI,31-Mar-22,SDYX-23,0,4265013,25.62,4.13,0,4.26,25.62,3.27,744
I-15,AN,I-15,Single_String,ARI,31-Mar-22,SDYX-22,0,3945753,21.04,3.25,0,3.94,21.04,2.58,744
I-14,AI,I-14,Single_String,ARI,31-Mar-22,OBYXIII,0,2217806,10.79,16.36,0,2.21,10.79,12.96,696
I-13,AJ,I-13,Single_String,ARI,31-Mar-22,SDYXPAY,0,2059829,49.98,15.12,0,2.05,49.98,11.98,480
I-12,AG,I-12,Single_String,ARI,31-Mar-22,OBYXJ-I,0,0,0,0,0,0,0,0,0
I-10,GT,I-10,Single_String,ARI,31-Mar-22,SDYX-20,0,0,0,0,0,0,0,0,0
RI-4,AC,RI-4,Single_String,ARI,31-Mar-22,SDYXPAY,0,0,0,0,0,0,0,0,0
N-40,AO,N-40,Single_String,GAR,31-Mar-22,MPYX-34,0,0,0,0,0,0,0,0,0
N-35,AL,N-35,Single_String,GAR,31-Mar-22,MPYX-33,0,0,0,0,0,0,0,0,0
N-70,DN,N-70,Single_String,GAR,31-Mar-22,MPYX-50,0,388364,78.91,3.93,0,0.38,78.91,3.11,744
N-54,AX,N-54,Single_String,GAR,31-Mar-22,SPYX-39,0,0,0,0,0,0,0,0,0
N-36,AM,N-36,Single_String,GAR,31-Mar-22,MPYX-21,0,228354,5.93,0.04,0,0.22,5.93,0.03,744
N-31,DB,N-31,Single_String,GAR,31-Mar-22,MPYX-21,0,201230,8.69,0.04,0,0.2,8.69,0.03,744
MN-3,RC,MN-3,Single_String,GAR,31-Mar-22,MPYX-21,0,1271376,2.79,0.02,0,1.27,2.79,0.01,744
N-29,DA,N-29,Single_String,GAR,31-Mar-22,MPYX-30,0,0,0,0,0,0,0,0,0
N-23,NA,N-23,Single_String,GAR,31-Mar-22,MPYX-30,0,441766,7.04,0.04,0,0.44,7.04,0.03,744
MN-2,RB,MN-2,Single_String,GAR,31-Mar-22,MPYX-21,0,113,0.01,0,0,0,0.01,0,0.1
N-19,NB,N-19,Single_String,GAR,31-Mar-22,MPYX-20,0,498499,4.04,0.04,0,0.49,4.04,0.03,744
N-18,DB,N-18,Single_String,GAR,31-Mar-22,MPYX-30,0,549914,3.57,0.03,0,0.54,3.57,0.03,744
N-15,RM,N-15,Single_String,GAR,31-Mar-22,MPYX51A,0,0,0,0,0,0,0,0,0
N-10,PL,N-10,Single_String,GAR,31-Mar-22,MPYX-30,0,1012798,4.37,0.03,0,1.01,4.37,0.02,744
N-85,DD,N-85,Single_String,GAR,31-Mar-22,MPYX51A,0,0,0,0,0,0,0,0,0
N-81,DK,N-81,Single_String,GAR,31-Mar-22,MPYX-35,0,221443,1.11,0,0,0.22,1.11,0,744
N-77,DC,N-77,Single_String,GAR,31-Mar-22,MPYX-21,0,1093225,4.72,0.03,0,1.09,4.72,0.02,744
N-9A,B),N-9A,Single_String,BAN,31-Mar-22,KPYX55A,0,1135080,67.04,7.12,0,1.13,67.04,5.77,744
KN-8,RR,KN-8,Single_String,BAN,31-Mar-22,KPYX-59,0,298261,286.4,5.29,0,0.29,286.4,4.29,744
KN-7,RG,KN-7,Single_String,BAN,31-Mar-22,KPYX-59,0,0,0,0,0,0,0,0,744
N-55,DG,N-55,Single_String,BAN,31-Mar-22,KPYX65B,0,0,0,0,0,0,0,0,0
N-50,DF,N-50,Single_String,BAN,31-Mar-22,KPYX-65,0,0,0,0,0,0,0,0,0
N-46,DD,N-46,Short_String,BAN,31-Mar-22,KPYX-65,0,7070,0,0,0,0,0,0,744
N-46,DD,N-46,Long_String,BAN,31-Mar-22,KPYX-65,0,0,0,0,0,0,0,0,0
N-45,DE,N-45,Single_String,BAN,31-Mar-22,KPYX-65,0,0,0,0,0,0,0,0,744
N-44,AS,N-44,Single_String,BAN,31-Mar-22,KPYXP-7,0,0,0,0,0,0,0,0,744
N-43,AR,N-43,Single_String,BAN,31-Mar-22,KPYX-50,0,679511,22.3,2.15,0,0.67,22.3,1.75,744
KN-4,RF,KN-4,Single_String,BAN,31-Mar-22,KPYX-51,0,0,0,0,0,0,0,0,0
-33A,DC,-33A,Single_String,BAN,31-Mar-22,KPYX-65,0,2241692,29.92,4.03,0,2.24,29.92,3.27,744
N-30,AB,N-30,Single_String,BAN,31-Mar-22,KPYX-65,0,1329016,64.73,3.08,0,1.32,64.73,2.5,744
N-25,AE,N-25,Single_String,BAN,31-Mar-22,KPYX-55,0,0,0,0,0,0,0,0,744
N-24,AA,N-24,Single_String,BAN,31-Mar-22,KPYX-65,0,582681,14.17,1.42,0,0.58,14.17,1.15,744
N-20,#NAME?,N-20,Single_String,BAN,31-Mar-22,KPYX-55,0,0,0,0,0,0,0,0,397
N-14,RS,N-14,Single_String,BAN,31-Mar-22,KPYX-55,0,2150503,25.54,1.98,0,2.15,25.54,1.61,744
N-99,EI,N-99,Single_String,BAN,31-Mar-22,KPYX-82,0,2763754,28.78,2.86,0,2.76,28.78,2.32,744
N-97,EA,N-97,Single_String,BAN,31-Mar-22,KPYX-80,0,907726,0,0,0,0.9,0,0,744
N-96,EE,N-96,Single_String,BAN,31-Mar-22,KPYX55A,0,1545411,36.56,2.92,0,1.54,36.56,2.37,744
N-94,EH,N-94,Single_String,BAN,31-Mar-22,KPYX65B,0,0,0,0,0,0,0,0,0
N-93,EC,N-93,Single_String,BAN,31-Mar-22,KPYX-82,0,1225430,0,0,0,1.22,0,0,744
N-92,EF,N-92,Single_String,BAN,31-Mar-22,KPYX55B,0,1748983,34.55,3.86,0,1.74,34.55,3.13,730.5
N-91,EB,N-91,Single_String,BAN,31-Mar-22,KPYX-30,0,2237063,0,0,0,2.23,0,0,714
N-90,ED,N-90,Single_String,BAN,31-Mar-22,KPYX-83,0,248233,0,0,0,0.24,0,0,744
N-89,DY,N-89,Single_String,BAN,31-Mar-22,KPYXP-8,0,0,0,0,0,0,0,0,0
N-88,DZ,N-88,Single_String,BAN,31-Mar-22,KPYX65B,0,1176867,81.5,12.16,0,1.17,81.5,9.86,744
N-87,EG,N-87,Single_String,BAN,31-Mar-22,KPYX-30,0,3094193,24.92,2.51,0,3.09,24.92,2.03,714
N-86,BN,N-86,Single_String,BAN,31-Mar-22,KPYX-82,0,2957790,59.52,5.98,0,2.95,59.52,4.85,744
N-84,FT,N-84,Single_String,BAN,31-Mar-22,NEYXAND,0,682706,27.8,2.66,0,0.68,27.8,2.15,744
N-83,DX,N-83,Single_String,BAN,31-Mar-22,NEYXAND,0,4257562,90,5.73,0,4.25,90,4.65,744
N-80,DS,N-80,Single_String,BAN,31-Mar-22,KPYXP-8,0,0,0,0,0,0,0,0,0
N-79,DV,N-79,Single_String,BAN,31-Mar-22,NEYXAND,0,0,0,0,0,0,0,0,0
N-78,DU,N-78,Single_String,BAN,31-Mar-22,KPYX-10,0,0,0,0,0,0,0,0,0
N-76,DW,N-76,Single_String,BAN,31-Mar-22,KPYX-66,0,698966,13.47,1.39,0,0.69,13.47,1.12,744
N-75,BE,N-75,Single_String,BAN,31-Mar-22,KPYX-82,0,4563752,61.22,6.15,0,4.56,61.22,4.99,744
N-71,DP,N-71,Single_String,BAN,31-Mar-22,KPYX-59,0,516385,55.1,2.61,0,0.51,55.1,2.12,744
N-68,BF,N-68,Single_String,BAN,31-Mar-22,KPYX65B,0,603352,24.48,2.34,0,0.6,24.48,1.9,744
O-67,DR,N-67,Single_String,BAN,31-Mar-22,KPYX-30,0,2879522,8.39,1.54,0,2.87,8.39,1.25,710.5
N-66,DQ,N-66,Single_String,BAN,31-Mar-22,KPYX65A,0,73442,0,0,0,0.07,0,0,744
N-63,DO,N-63,Single_String,BAN,31-Mar-22,KPYX-42,0,587092,1.33,0.59,0,0.58,1.33,0.47,744
N-62,BD,N-62,Single_String,BAN,31-Mar-22,KPYX-54,0,2011212,25.14,2.82,0,2.01,25.14,2.28,744
N-61,GT,N-61,Single_String,BAN,31-Mar-22,KPYX65B,0,0,0,0,0,0,0,0,0
N-60,GT,N-60,Single_String,BAN,31-Mar-22,KPYX-66,0,890359,0,0,0,0.89,0,0,744
N-58,DJ,N-58,Short_String,BAN,31-Mar-22,KPYXP-8,0,0,0,0,0,0,0,0,744
N-58,DJ,N-58,Long_String,BAN,31-Mar-22,KPYXP-8,0,0,0,0,0,0,0,0,744
N-57,DL,N-57,Single_String,BAN,31-Mar-22,KPYX55B,0,1819431,52.85,5.29,0,1.81,52.85,4.29,744
N-56,DH,N-56,Single_String,BAN,31-Mar-22,KPYX-70,0,217838,228.17,2.13,0,0.21,228.17,1.73,744
N-47,AW,N-47,Single_String,BAN,31-Mar-22,KPYX60A,0,0,0,0,0,0,0,0,0
LA-2,SB,LA-2,Single_String,LIA,31-Mar-22,GSYX-II,0,625796,77.67,0.15,0,0.62,77.67,0.12,738
LA-1,SA,LA-1,Single_String,LIA,31-Mar-22,GSYX-II,0,0,0,0,0,0,0,0,0
A-12,SF,A-12,Single_String,LIA,31-Mar-22,GSYXI-I,0,774596,78.32,0.15,0,0.77,78.32,0.12,744
MR-7,DD,MR-7,Single_String,URA,31-Mar-22,B-YXI-I,0,0,0,0,0,0,0,0,0
MR-6,DB,MR-6,Single_String,URA,31-Mar-22,B-YX-II,0,0,0,0,0,0,0,0,0
R-21,SS,R-21,Single_String,URA,31-Mar-22,B-YXI-I,0,0,0,0,0,0,0,0,744
R-17,SE,R-17,Single_String,URA,31-Mar-22,BMYXI-I,0,429034,6.06,0.02,0,0.42,6.06,0.02,665.7
R-16,SC,R-16,Single_String,URA,31-Mar-22,B-YX-II,0,387152,55.1,0.03,0,0.38,55.1,0.02,744
R-15,DB,R-15,Single_String,URA,31-Mar-22,B-YX-II,0,212882,171.94,0,0,0.21,171.94,0,744
R-14,DA,R-14,Single_String,URA,31-Mar-22,B-YXIII,0,1603318,6.53,0.03,0,1.6,6.53,0.02,744
-13A,#NAME?,-13A,Single_String,URA,31-Mar-22,B-YXI-I,0,244821,14.91,0.03,0,0.24,14.91,0.02,744
R-12,SM,R-12,Single_String,URA,31-Mar-22,B-YX-II,0,0,0,0,0,0,0,0,0
R-11,SK,R-11,Single_String,URA,31-Mar-22,B-YXI-I,0,247032,42.9,0.03,0,0.24,42.9,0.02,744
R-34,FT,R-34,Single_String,URA,31-Mar-22,OBYXIII,0,0,0,0,0,0,0,0,0
R-32,DE,R-32,Single_String,URA,31-Mar-22,B-YX-II,0,0,0,0,0,0,0,0,0
R-29,DD,R-29,Single_String,URA,31-Mar-22,B-YX-II,0,166415,11.41,0.03,0,0.16,11.41,0.02,744
-16A,ub,-16A,Single_String,URA,31-Mar-22,B-YX-II,0,228479,11.09,0.06,0,0.22,11.09,0.05,744
BN-3,AD,BN-3,Single_String,BAN,31-Mar-22,KUYX-56,0,281096,12.39,10.67,0,0.28,12.39,8.64,744
BN-2,AC,BN-2,Single_String,BAN,31-Mar-22,KUYX-35,0,878731,0,0,0,0.87,0,0,736.5
BN-8,AF,BN-8,Single_String,BAN,31-Mar-22,KUYX-60,0,598735,60.82,7.11,0,0.59,60.82,5.76,744
N-14,DE,N-14,Single_String,BAN,31-Mar-22,KUYX-77,0,2351096,32.1,1.77,0,2.35,32.1,1.44,744
N-13,DD,N-13,Single_String,BAN,31-Mar-22,NEYXD-V,0,2143584,30.41,3.55,0,2.14,30.41,2.88,744
R-31,DI,R-31,Single_String,URA,31-Mar-22,NEYXAND,0,0,0,0,0,0,0,0,0
R-23,MG,R-23,Single_String,URA,31-Mar-22,B-YXIII,0,0,0,0,0,0,0,0,0
TD-6,DH,TD-6,Single_String,OME,31-Mar-22,APYX-55,0,2407309,64.2,3.55,0,2.4,64.2,2.88,744
D-27,DG,D-27,Single_String,OME,31-Mar-22,APYX-50,0,410856,420.39,9.12,0,0.41,420.39,7.38,744
D-26,DE,D-26,Single_String,OME,31-Mar-22,APYX-40,0,9774,21.4,1.18,0,0,21.4,0.96,744
D-25,DF,D-25,Single_String,OME,31-Mar-22,APYX10B,0,3837358,66.58,1.79,0,3.83,66.58,1.45,744
D-24,DB,D-24,Single_String,OME,31-Mar-22,APYX10B,0,178029,329.46,3.34,0,0.17,329.46,2.7,733.5
D-22,DA,D-22,Single_String,OME,31-Mar-22,APYX-40,0,2306718,169.14,12.36,0,2.3,169.14,10.01,744
D-21,AG,D-21,Single_String,OME,31-Mar-22,APYX10B,0,2177411,235.16,13.3,0,2.17,235.16,10.77,744
TD-2,DA,TD-2,Single_String,OME,31-Mar-22,APYX-60,0,18923,70.75,4.01,0,0.01,70.75,3.24,744
D-18,AD,D-18,Single_String,OME,31-Mar-22,APYX10B,0,0,0,0,0,0,0,0,0
D-12,DP,D-12,Single_String,OME,31-Mar-22,APYX10B,0,0,0,0,0,0,0,0,0
TD-1,DB,TD-1,Single_String,OME,31-Mar-22,APYX10B,0,0,0,0,0,0,0,0,0
D-58,EB,D-58,Single_String,OME,31-Mar-22,APYX55B,0,0,0,0,0,0,0,0,0
D-57,EA,D-57,Single_String,OME,31-Mar-22,APYX-53,0,6085571,25.36,4.83,0,6.08,25.36,3.91,720.75
D-56,DZ,D-56,Single_String,OME,31-Mar-22,APYX-40,0,5148424,14.27,2.62,0,5.14,14.27,2.12,744
D-55,DL,D-55,Single_String,OME,31-Mar-22,APYX-50,0,1461978,571.77,12.13,0,1.46,571.77,9.82,744
D-54,DX,D-54,Single_String,OME,31-Mar-22,APYX10B,0,3245331,82.55,15.04,0,3.24,82.55,12.18,744
D-53,DW,D-53,Single_String,OME,31-Mar-22,APYX10B,0,1819320,665.68,10.67,0,1.81,665.68,8.64,744
D-51,DV,D-51,Single_String,OME,31-Mar-22,APYX10B,0,4029565,8.44,2.96,0,4.02,8.44,2.4,744
D-4A,DH,D-4A,Single_String,OME,31-Mar-22,APYX-60,0,0,0,0,0,0,0,0,0
D-49,AR,D-49,Single_String,OME,31-Mar-22,NEYXAND,0,4575847,24.63,8.76,0,4.57,24.63,7.09,723.25
D-48,DU,D-48,Single_String,OME,31-Mar-22,APYX55B,0,781259,216.15,6.32,0,0.78,216.15,5.12,744
D-47,DQ,D-47,Single_String,OME,31-Mar-22,APYX-40,0,0,0,0,0,0,0,0,0
D-45,DS,D-45,Single_String,OME,31-Mar-22,APYX10B,0,3615897,23.92,4.45,0,3.61,23.92,3.61,744
D-44,DR,D-44,Single_String,OME,31-Mar-22,APYX10B,0,3574523,0,4.15,0,3.57,0,3.36,744
D-42,GT,D-42,Single_String,OME,31-Mar-22,APYX55B,0,0,0,0,0,0,0,0,0
D-40,GT,40-I,Single_String,OME,31-Mar-22,APYX-40,0,1964643,48.35,2.69,0,1.96,48.35,2.18,744
D-39,DK,D-39,Single_String,OME,31-Mar-22,APYX-40,0,1108322,20.27,2.37,0,1.1,20.27,1.92,744
D-38,DO,D-38,Single_String,OME,31-Mar-22,APYX-58,0,707081,267.08,3.41,0,0.7,267.08,2.76,744
D-37,AO,D-37,Single_String,OME,31-Mar-22,APYX-53,0,1613779,434.9,2.31,0,1.61,434.9,1.87,744
D-35,DD,D-35,Single_String,OME,31-Mar-22,APYX55B,0,2356860,135.7,7.06,0,2.35,135.7,5.72,744
-27A,DI,-27A,Single_String,OME,31-Mar-22,APYX-60,0,0,0,0,0,0,0,0,0
-24A,ub,-24A,Single_String,OME,31-Mar-22,APYX10B,0,2375340,11.04,0.23,0,2.37,11.04,0.19,744
HN-6,TI,HN-6,Single_String,HNA,28-Feb-22,TPYX-40,0,2989208,11.61,0,0,2.98,11.61,0,672
HN-5,AB,HN-5,Single_String,HNA,28-Feb-22,TPYXP-7,0,480981,1.43,0,0,0.48,1.43,0,672
MR-3,GT,MR-3,Single_String,URA,28-Feb-22,SPYX-34,0,0,0,0,0,0,0,0,0
R-2A,ub,R-2A,Single_String,URA,28-Feb-22,SPYX-34,0,0,0,0,0,0,0,0,0
RI-9,DB,RI-9,Single_String,ARI,28-Feb-22,SDYX-36,0,0,0,0,0,0,0,0,0
I-8Z,_Z,#NAME?,Single_String,ARI,28-Feb-22,SDYXPAY,0,0,0,0,0,0,0,0,0
I-23,GT,I-23,Tubing,ARI,28-Feb-22,SDYX-22,0,4463797,23.21,10.81,0,4.46,23.21,8.56,672
I-22,GT,I-22,Tubing,ARI,28-Feb-22,SDYX-22,0,5067844,17.87,12.44,0,5.06,17.87,9.85,672
I-16,AP,I-16,Single_String,ARI,28-Feb-22,SDYXPAY,0,651363,12.41,0,0,0.65,12.41,0,672
I-15,AN,I-15,Tubing,ARI,28-Feb-22,SDYX-23,0,3786574,6.2,3.53,0,3.78,6.2,2.79,672
I-15,AN,I-15,Single_String,ARI,28-Feb-22,SDYX-22,0,3380016,4.81,2.74,0,3.38,4.81,2.17,672
I-12,AG,I-12,Single_String,ARI,28-Feb-22,OBYXJ-I,0,0,0,0,0,0,0,0,0
I-10,GT,I-10,Single_String,ARI,28-Feb-22,SDYX-20,0,0,0,0,0,0,0,0,0
RI-4,AC,RI-4,Single_String,ARI,28-Feb-22,SDYXPAY,0,0,0,0,0,0,0,0,0
N-40,AO,N-40,Single_String,GAR,28-Feb-22,MPYX-34,0,0,0,0,0,0,0,0,0
N-35,AL,N-35,Single_String,GAR,28-Feb-22,MPYX-33,0,0,0,0,0,0,0,0,0
N-70,DN,N-70,Single_String,GAR,28-Feb-22,MPYX-50,0,322019,33.77,3.39,0,0.32,33.77,2.68,672
N-54,AX,N-54,Single_String,GAR,28-Feb-22,SPYX-39,0,0,0,0,0,0,0,0,0
N-36,AM,N-36,Single_String,GAR,28-Feb-22,MPYX-21,0,186146,0.62,0.04,0,0.18,0.62,0.03,672
N-31,DB,N-31,Single_String,GAR,28-Feb-22,MPYX-21,0,168926,0.76,0.02,0,0.16,0.76,0.02,672
MN-3,RC,MN-3,Single_String,GAR,28-Feb-22,MPYX-21,0,992147,0.47,0.05,0,0.99,0.47,0.04,672
N-29,DA,N-29,Single_String,GAR,28-Feb-22,MPYX-30,0,0,0,0,0,0,0,0,0
N-23,NA,N-23,Single_String,GAR,28-Feb-22,MPYX-30,0,373775,1.23,0.12,0,0.37,1.23,0.09,672
MN-2,RB,MN-2,Single_String,GAR,28-Feb-22,MPYX-21,0,1279119,36.91,0,0,1.27,36.91,0,672
N-19,NB,N-19,Single_String,GAR,28-Feb-22,MPYX-20,0,441242,0.69,0.07,0,0.44,0.69,0.06,672
N-18,DB,N-18,Single_String,GAR,28-Feb-22,MPYX-30,0,461644,0.61,0.05,0,0.46,0.61,0.04,672
N-15,RM,N-15,Single_String,GAR,28-Feb-22,MPYX51A,0,0,0,0,0,0,0,0,0
N-10,PL,N-10,Single_String,GAR,28-Feb-22,MPYX-30,0,821796,0.74,0.07,0,0.82,0.74,0.06,672
N-85,DD,N-85,Single_String,GAR,28-Feb-22,MPYX51A,0,0,0,0,0,0,0,0,0
N-81,DK,N-81,Single_String,GAR,28-Feb-22,MPYX-35,0,182053,0.23,0,0,0.18,0.23,0,672
N-77,DC,N-77,Single_String,GAR,28-Feb-22,MPYX-21,0,887629,0.79,0.07,0,0.88,0.79,0.05,672
N-9A,B),N-9A,Single_String,BAN,28-Feb-22,KPYX55A,0,985679,50.46,7.47,0,0.98,50.46,6.06,672
KN-8,RR,KN-8,Single_String,BAN,28-Feb-22,KPYX-59,0,272602,210.55,2.57,0,0.27,210.55,2.09,669.75
KN-7,RG,KN-7,Single_String,BAN,28-Feb-22,KPYX-59,0,0,0,0,0,0,0,0,672
N-55,DG,N-55,Single_String,BAN,28-Feb-22,KPYX65B,0,0,0,0,0,0,0,0,0
N-50,DF,N-50,Single_String,BAN,28-Feb-22,KPYX-65,0,0,0,0,0,0,0,0,0
N-46,DD,N-46,Short_String,BAN,28-Feb-22,KPYX-65,0,6952,0,0,0,0,0,0,672
N-46,DD,N-46,Long_String,BAN,28-Feb-22,KPYX-65,0,0,0,0,0,0,0,0,0
N-45,DE,N-45,Single_String,BAN,28-Feb-22,KPYX-65,0,0,0,0,0,0,0,0,215
N-44,AS,N-44,Single_String,BAN,28-Feb-22,KPYXP-7,0,0,0,0,0,0,0,0,672
N-43,AR,N-43,Single_String,BAN,28-Feb-22,KPYX-50,0,626491,0,0,0,0.62,0,0,672
KN-4,RF,KN-4,Single_String,BAN,28-Feb-22,KPYX-51,0,0,0,0,0,0,0,0,0
-33A,DC,-33A,Single_String,BAN,28-Feb-22,KPYX-65,0,2017096,37.93,8.13,0,2.01,37.93,6.59,672
N-30,AB,N-30,Single_String,BAN,28-Feb-22,KPYX-65,0,1099593,55.51,3.28,0,1.09,55.51,2.66,672
N-25,AE,N-25,Single_String,BAN,28-Feb-22,KPYX-55,0,0,0,0,0,0,0,0,672
N-24,AA,N-24,Single_String,BAN,28-Feb-22,KPYX-65,0,520612,11.95,1.49,0,0.52,11.95,1.2,672
N-20,#NAME?,N-20,Single_String,BAN,28-Feb-22,KPYX-55,0,0,0,0,0,0,0,0,0
N-14,RS,N-14,Single_String,BAN,28-Feb-22,KPYX-55,0,1895305,54.5,3.22,0,1.89,54.5,2.61,672
N-99,EI,N-99,Single_String,BAN,28-Feb-22,KPYX-82,0,2502594,13.39,1.67,0,2.5,13.39,1.35,672
N-97,EA,N-97,Single_String,BAN,28-Feb-22,KPYX-80,0,820686,0,0,0,0.82,0,0,672
N-96,EE,N-96,Single_String,BAN,28-Feb-22,KPYX55A,0,1453632,40.64,5.08,0,1.45,40.64,4.12,672
N-94,EH,N-94,Single_String,BAN,28-Feb-22,KPYX65B,0,0,0,0,0,0,0,0,0
N-93,EC,N-93,Single_String,BAN,28-Feb-22,KPYX-82,0,1092698,0,0,0,1.09,0,0,672
N-92,EF,N-92,Single_String,BAN,28-Feb-22,KPYX55B,0,1602490,25.74,2.88,0,1.6,25.74,2.34,664
N-91,EB,N-91,Single_String,BAN,28-Feb-22,KPYX-30,0,1871841,0,0,0,1.87,0,0,597.5
N-90,ED,N-90,Single_String,BAN,28-Feb-22,KPYX-83,0,240452,0,0,0,0.24,0,0,672
N-89,DY,N-89,Single_String,BAN,28-Feb-22,KPYXP-8,0,0,0,0,0,0,0,0,0
N-88,DZ,N-88,Single_String,BAN,28-Feb-22,KPYX65B,0,1165470,20.55,2.57,0,1.16,20.55,2.08,672
N-87,EG,N-87,Single_String,BAN,28-Feb-22,KPYX-30,0,2608871,18.27,2.34,0,2.6,18.27,1.9,643.5
N-86,BN,N-86,Single_String,BAN,28-Feb-22,KPYX-82,0,2753525,50.2,6.27,0,2.75,50.2,5.09,672
N-84,FT,N-84,Single_String,BAN,28-Feb-22,NEYXAND,0,580642,0,0,0,0.58,0,0,672
N-83,DX,N-83,Single_String,BAN,28-Feb-22,NEYXAND,0,3814438,100.4,6.57,0,3.81,100.4,5.33,672
N-80,DS,N-80,Single_String,BAN,28-Feb-22,KPYXP-8,0,0,0,0,0,0,0,0,0
N-79,DV,N-79,Single_String,BAN,28-Feb-22,NEYXAND,0,0,0,0,0,0,0,0,0
N-78,DU,N-78,Single_String,BAN,28-Feb-22,KPYX-10,0,0,0,0,0,0,0,0,0
N-76,DW,N-76,Single_String,BAN,28-Feb-22,KPYX-66,0,659568,21.51,2.68,0,0.65,21.51,2.18,672
N-75,BE,N-75,Single_String,BAN,28-Feb-22,KPYX-82,0,3730255,45.5,5.64,0,3.73,45.5,4.57,597.05
N-71,DP,N-71,Single_String,BAN,28-Feb-22,KPYX-59,0,455332,47.96,2.81,0,0.45,47.96,2.28,672
N-68,BF,N-68,Single_String,BAN,28-Feb-22,KPYX65B,0,546130,14.36,1.62,0,0.54,14.36,1.31,672
O-67,DR,N-67,Single_String,BAN,28-Feb-22,KPYX-30,0,2561050,11.23,2.51,0,2.56,11.23,2.04,643.25
N-66,DQ,N-66,Single_String,BAN,28-Feb-22,KPYX65A,0,59094,0,0,0,0.05,0,0,672
N-63,DO,N-63,Single_String,BAN,28-Feb-22,KPYX-42,0,482859,0,0,0,0.48,0,0,672
N-62,BD,N-62,Single_String,BAN,28-Feb-22,KPYX-54,0,1825820,20.56,2.57,0,1.82,20.56,2.08,672
N-61,GT,N-61,Single_String,BAN,28-Feb-22,KPYX65B,0,0,0,0,0,0,0,0,0
N-60,GT,N-60,Single_String,BAN,28-Feb-22,KPYX-66,0,819849,0,0,0,0.81,0,0,672
N-58,DJ,N-58,Short_String,BAN,28-Feb-22,KPYXP-8,0,0,0,0,0,0,0,0,672
N-58,DJ,N-58,Long_String,BAN,28-Feb-22,KPYXP-8,0,0,0,0,0,0,0,0,672
N-57,DL,N-57,Single_String,BAN,28-Feb-22,KPYX55B,0,1567849,42.21,5.24,0,1.56,42.21,4.25,639.5
N-56,DH,N-56,Single_String,BAN,28-Feb-22,KPYX-70,0,193974,326.59,3.7,0,0.19,326.59,3,672
N-47,AW,N-47,Single_String,BAN,28-Feb-22,KPYX60A,0,50056,11.61,1.4,0,0.05,11.61,1.14,288
LA-2,SB,LA-2,Single_String,LIA,28-Feb-22,GSYX-II,0,922641,80.33,0.43,0,0.92,80.33,0.35,669.5
LA-1,SA,LA-1,Single_String,LIA,28-Feb-22,GSYX-II,0,0,0,0,0,0,0,0,0
